tournament,date,series,court,surface,round,best of,player_1,player_2,winner,rank_1,rank_2,pts_1,pts_2,odd_1,odd_2,score
US Open,8/29/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Virtanen O.,De Minaur A.,De Minaur A.,125,10,476,3435,4.33,1.22,5-7 1-6 6-7
US Open,8/29/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Cobolli F.,Bergs Z.,Cobolli F.,31,80,1418,697,1.53,2.5,4-6 6-3 7-5 6-3
US Open,8/29/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Fils A.,Diallo G.,Diallo G.,24,143,1770,413,1.33,3.4,5-7 7-6 4-6 4-6
US Open,8/29/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Mensik J.,Schoolkate T.,Mensik J.,65,193,812,308,1.17,5,6-7 2-6 6-2 7-6 7-6
US Open,8/29/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Navone M.,Evans D.,Evans D.,36,184,1303,324,1.8,2,4-6 3-6 3-6
US Open,8/30/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Marozsan F.,Medvedev D.,5,51,6275,1090,1.1,7,6-3 6-2 7-6
US Open,8/30/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Van De Zandschulp B.,Van De Zandschulp B.,3,74,7360,739,1.01,29,1-6 5-7 4-6
US Open,8/30/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Tiafoe F.,Shelton B.,Tiafoe F.,20,13,2120,3110,2.3,1.62,4-6 7-5 6-7 6-4 6-3
US Open,8/30/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Lehecka J.,Rublev A.,Rublev A.,38,6,1255,4805,3.4,1.33,3-6 5-7 4-6
US Open,8/30/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Griekspoor T.,Dimitrov G.,9,40,3655,1210,1.2,4.5,6-3 6-3 6-1
US Open,8/30/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Comesana F.,Fritz T.,Fritz T.,108,12,532,3120,15,1.03,3-6 4-6 2-6
US Open,8/30/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Ruud C.,Shang J.,Ruud C.,8,72,3855,754,1.36,3.2,6-7 3-6 6-0 6-3 6-1
US Open,8/30/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Musetti L.,Nakashima B.,Nakashima B.,18,50,2255,1105,2.3,1.62,2-6 6-3 3-6 6-7
US Open,8/31/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Popyrin A.,Djokovic N.,Popyrin A.,28,2,1635,7460,6,1.13,6-4 6-4 2-6 6-4
US Open,8/31/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Etcheverry T.,Zverev A.,Zverev A.,33,4,1335,7035,13,1.04,7-5 5-7 1-6 3-6
US Open,8/31/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Machac T.,Goffin D.,Machac T.,39,78,1224,725,1.53,2.5,6-3 6-1 6-2
US Open,8/31/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Van De Zandschulp B.,Draper J.,Draper J.,74,25,739,1695,4,1.25,3-6 4-6 2-6
US Open,8/31/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,O Connell C.,Sinner J.,1,87,9360,671,1.01,26,6-1 6-4 6-2
US Open,8/31/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Diallo G.,Paul T.,Paul T.,143,14,413,2985,7,1.1,7-6 3-6 1-6 6-7
US Open,8/31/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Borges N.,Mensik J.,Borges N.,34,65,1325,812,1.57,2.38,6-7 6-1 3-6 7-6 6-0
US Open,8/31/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Arnaldi M.,Thompson J.,Thompson J.,30,32,1470,1376,1.91,1.91,5-7 2-6 6-7
US Open,9/1/2024,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Evans D.,De Minaur A.,10,184,3435,324,1.14,5.5,6-3 6-7 6-0 6-0
US Open,9/1/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Cobolli F.,Medvedev D.,Medvedev D.,31,5,1418,6275,6,1.13,3-6 4-6 3-6
US Open,9/1/2024,Grand Slam,Outdoor,Hard,4th Round,5,Dimitrov G.,Rublev A.,Dimitrov G.,9,6,3655,4805,2,1.8,6-3 7-6 1-6 3-6 6-3
US Open,9/1/2024,Grand Slam,Outdoor,Hard,4th Round,5,Ruud C.,Fritz T.,Fritz T.,8,12,3855,3120,3.2,1.36,6-3 4-6 3-6 2-6
US Open,9/1/2024,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Nakashima B.,Zverev A.,4,50,7035,1105,1.22,4.33,3-6 6-1 6-2 6-2
US Open,9/2/2024,Grand Slam,Outdoor,Hard,4th Round,5,Popyrin A.,Tiafoe F.,Tiafoe F.,28,20,1635,2120,1.91,1.91,4-6 6-7 6-2 3-6
US Open,9/2/2024,Grand Slam,Outdoor,Hard,4th Round,5,Draper J.,Machac T.,Draper J.,25,39,1695,1224,1.44,2.75,6-3 6-1 6-2
US Open,9/2/2024,Grand Slam,Outdoor,Hard,4th Round,5,Borges N.,Medvedev D.,Medvedev D.,34,5,1325,6275,7,1.1,0-6 1-6 3-6
US Open,9/2/2024,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Thompson J.,De Minaur A.,10,32,3435,1376,1.25,4,6-0 3-6 6-3 7-5
US Open,9/3/2024,Grand Slam,Outdoor,Hard,4th Round,5,Paul T.,Sinner J.,Sinner J.,14,1,2985,9360,5.5,1.14,6-7 6-7 1-6
US Open,9/3/2024,Grand Slam,Outdoor,Hard,Quarterfinals,5,Fritz T.,Zverev A.,Fritz T.,12,4,3120,7035,2.5,1.53,7-6 3-6 6-4 7-6
US Open,9/4/2024,Grand Slam,Outdoor,Hard,Quarterfinals,5,De Minaur A.,Draper J.,Draper J.,10,25,3435,1695,1.67,2.2,3-6 5-7 2-6
US Open,9/5/2024,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,Medvedev D.,Sinner J.,1,5,9360,6275,1.36,3.2,6-2 1-6 6-1 6-4
US Open,9/6/2024,Grand Slam,Outdoor,Hard,Semifinals,5,Draper J.,Sinner J.,Sinner J.,25,1,1695,9360,5,1.17,5-7 6-7 2-6
US Open,9/7/2024,Grand Slam,Outdoor,Hard,Semifinals,5,Fritz T.,Tiafoe F.,Fritz T.,12,20,3120,2120,1.33,3.4,4-6 7-5 4-6 6-4 6-1
US Open,9/8/2024,Grand Slam,Outdoor,Hard,The Final,5,Fritz T.,Sinner J.,Sinner J.,12,1,3120,9360,4,1.25,3-6 4-6 5-7
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Nardi L.,Muller A.,Muller A.,89,74,649,748,2.5,1.53,6-4 1-6 1-6
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Opelka R.,Rinderknech A.,62,309,843,167,1.91,1.91,6-4 7-6
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Nagal S.,Wu Y.,Wu Y.,83,560,681,63,2.38,1.57,3-6 3-6
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Carreno Busta P.,Van De Zandschulp B.,67,203,799,287,2.38,1.57,7-6 6-2
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Dzumhur D.,Monfils G.,Monfils G.,96,46,599,1160,4,1.25,4-6 3-6
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Bautista Agut R.,Carballes Baena R.,54,57,955,896,2.75,1.44,3-6 6-3 6-2
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Cilic M.,Cazaux A.,Cazaux A.,211,92,278,622,1.53,2.5,4-6 4-6
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Darderi L.,Fognini F.,81,42,691,1265,2.1,1.73,6-4 6-7 6-4
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,Shapovalov D.,Shapovalov D.,49,102,1081,568,2.63,1.5,6-7 6-7
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Vukic A.,Moutet C.,Vukic A.,91,72,624,764,1.79,2.13,2-6 6-3 6-4
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Svajda Z.,Svajda Z.,53,131,984,452,1.73,2.1,3-6 6-1 0-6
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Shang J.,Wong C.,Shang J.,51,128,1045,460,1.22,4.33,6-4 6-4
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Diallo G.,Davidovich Fokina A.,Davidovich Fokina A.,105,64,557,825,2.1,1.73,5-7 6-7
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Gerasimov E.,Daniel T.,93,304,619,170,1.29,3.75,6-7 6-3 6-4
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Evans D.,Seyboth Wild T.,Seyboth Wild T.,170,88,341,656,1.53,2.5,2-6 6-4 6-7
Shanghai Masters,10/2/2024,Masters 1000,Outdoor,Hard,1st Round,3,Nishikori K.,Navone M.,Nishikori K.,153,38,388,1328,1.29,3.75,3-6 6-4 6-3
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Hijikata R.,Kecmanovic M.,Kecmanovic M.,78,55,718,945,2.5,1.53,2-6 2-6
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,Gaston H.,Munar J.,63,80,839,703,1.44,2.75,6-3 6-3
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Duckworth J.,Goffin D.,Goffin D.,75,66,748,800,2.75,1.44,4-6 2-6
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Berrettini M.,O Connell C.,Berrettini M.,44,71,1215,765,1.36,3.2,7-6 7-6
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Martinez P.,Mensik J.,Mensik J.,45,65,1207,822,3,1.4,1-6 7-5 4-6
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Griekspoor T.,Diaz Acosta F.,Griekspoor T.,40,59,1305,865,1.2,4.5,6-4 6-7 6-3
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Tu L.,Giron M.,Giron M.,191,47,304,1140,2.5,1.53,1-6 6-7
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Watanuki Y.,Kotov P.,Watanuki Y.,336,56,149,907,2,1.8,6-7 6-4 7-5
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Ramanathan R.,Shevchenko A.,Shevchenko A.,332,58,153,875,4.33,1.22,1-6 6-7
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Zhukayev B.,Safiullin R.,61,196,853,298,1.2,4.5,7-6 6-4
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Zhang Zh.,Bergs Z.,Bergs Z.,41,73,1270,763,1.73,2.1,4-6 3-6
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Bellucci M.,Harris B.,Bellucci M.,101,106,574,552,1.4,3,6-3 6-4
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Kovacevic A.,Atmane T.,Atmane T.,76,161,740,369,2.1,1.73,4-6 6-7
Shanghai Masters,10/3/2024,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Mpetshi G.,Wawrinka S.,236,50,243,1073,2.1,1.73,7-6 7-6
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,1st Round,3,Bu Y.,Michelsen A.,Michelsen A.,69,43,780,1215,2.38,1.57,3-6 4-6
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Fognini F.,Paul T.,13,81,3045,691,1.07,9,6-1 6-3
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Rinderknech A.,Tabilo A.,Tabilo A.,62,23,843,1963,2,1.8,3-6 2-6
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Shapovalov D.,Shelton B.,16,102,2580,568,1.67,2.2,6-3 7-5
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Muller A.,Muller A.,22,74,2170,748,1.25,4,3-6 2-6
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Baez S.,Monfils G.,46,26,1160,1760,1.33,3.4,6-3 4-6 6-4
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Svajda Z.,Arnaldi M.,Arnaldi M.,131,36,452,1350,2.75,1.44,7-6 2-6 4-6
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Nishikori K.,Tsitsipas S.,12,153,3390,388,1.5,2.63,7-6 6-4
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Cazaux A.,Humbert U.,Humbert U.,92,15,622,2645,3.75,1.29,3-6 2-6
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Carballes Baena R.,Fils A.,Carballes Baena R.,54,21,955,2250,3.5,1.3,7-6 7-6
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Etcheverry T.,Etcheverry T.,67,37,799,1335,1.91,1.91,6-7 6-3 5-7
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Machac T.,Davidovich Fokina A.,Machac T.,33,64,1449,825,1.57,2.38,1-6 7-6 6-4
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Seyboth Wild T.,Medvedev D.,Medvedev D.,88,5,656,5375,9,1.07,5-7 5-7
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Wu Y.,Jarry N.,Wu Y.,560,29,63,1555,2,1.8,6-2 6-1
Shanghai Masters,10/4/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Vukic A.,Vukic A.,9,91,3965,624,1.33,3.4,4-6 4-6
Shanghai Masters,10/5/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Shang J.,Alcaraz C.,2,51,7010,1045,1.08,8,6-2 6-2
Shanghai Masters,10/5/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Watanuki Y.,Watanuki Y.,35,336,1375,149,1.29,3.75,6-7 3-6
Shanghai Masters,10/5/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Mensik J.,Rublev A.,Mensik J.,65,6,822,4700,3.5,1.3,6-7 6-4 6-3
Shanghai Masters,10/5/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Shevchenko A.,Shevchenko A.,31,58,1550,875,1.4,3,6-7 5-7
Shanghai Masters,10/5/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Daniel T.,Sinner J.,1,93,11010,619,1.02,21,6-1 6-4
Shanghai Masters,10/5/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Munar J.,Lehecka J.,Lehecka J.,63,34,839,1400,3.4,1.33,6-7 4-6
Shanghai Masters,10/5/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Popyrin A.,Kecmanovic M.,Popyrin A.,24,55,1825,945,1.57,2.38,6-3 6-2
Shanghai Masters,10/5/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Michelsen A.,Djokovic N.,Djokovic N.,43,4,1215,5560,4.5,1.2,6-7 6-7
Shanghai Masters,10/5/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Bellucci M.,Zverev A.,3,101,6705,574,1.17,5,6-4 6-2
Shanghai Masters,10/7/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Atmane T.,Fritz T.,Fritz T.,161,7,369,4060,7,1.1,6-7 6-7
Shanghai Masters,10/7/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Safiullin R.,Bublik A.,Safiullin R.,61,27,853,1690,1.62,2.3,6-4 6-2
Shanghai Masters,10/7/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Thompson J.,Griekspoor T.,Griekspoor T.,28,40,1571,1305,1.73,2.1,3-6 2-6
Shanghai Masters,10/7/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Bergs Z.,Dimitrov G.,10,73,3840,763,1.4,3,6-3 3-6 6-2
Shanghai Masters,10/7/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Goffin D.,Goffin D.,18,66,2425,800,1.44,2.75,6-1 6-7 2-6
Shanghai Masters,10/7/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Giron M.,Khachanov K.,Giron M.,47,25,1140,1780,2.63,1.5,6-4 6-3
Shanghai Masters,10/7/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Zhou Y.,Tiafoe F.,Tiafoe F.,440,17,97,2560,10,1.06,2-6 4-6
Shanghai Masters,10/7/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,Berrettini M.,Rune H.,14,44,2935,1215,1.8,2,4-6 6-4 6-3
Shanghai Masters,10/7/2024,Masters 1000,Outdoor,Hard,2nd Round,3,Wawrinka S.,Cobolli F.,Cobolli F.,236,30,243,1552,3.2,1.36,7-6 6-7 3-6
Shanghai Masters,10/6/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Arnaldi M.,Medvedev D.,5,36,5375,1350,1.17,5,5-7 6-4 6-4
Shanghai Masters,10/6/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Etcheverry T.,Sinner J.,Sinner J.,37,1,1335,11010,15,1.03,7-6 4-6 2-6
Shanghai Masters,10/6/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Wu Y.,Alcaraz C.,2,560,7010,63,1.03,15,7-6 6-3
Shanghai Masters,10/6/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Tabilo A.,Paul T.,Paul T.,23,13,1963,3045,4,1.25,7-6 6-7 2-6
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Machac T.,Vukic A.,Machac T.,33,91,1449,624,1.4,3,6-4 6-2
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Humbert U.,Monfils G.,Monfils G.,15,46,2645,1160,1.36,3.2,6-7 6-2 1-6
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,Muller A.,Tsitsipas S.,12,74,3390,748,1.22,4.33,6-3 7-5
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Shevchenko A.,Mensik J.,Mensik J.,58,65,875,822,3.2,1.36,1-6 7-6 2-6
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Watanuki Y.,Fritz T.,7,336,4060,149,1.2,4.5,6-3 6-4
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Carballes Baena R.,Shelton B.,Shelton B.,54,16,955,2580,5,1.17,3-6 4-6
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Popyrin A.,Dimitrov G.,10,24,3840,1825,1.67,2.2,7-6 6-2
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,Safiullin R.,Safiullin R.,17,61,2560,853,1.67,2.2,7-5 5-7 6-7
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Rune H.,Lehecka J.,Rune H.,14,34,2935,1400,1.53,2.5,6-4 7-5
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Cobolli F.,Djokovic N.,Djokovic N.,30,4,1552,5560,7,1.1,1-6 2-6
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Goffin D.,Giron M.,Goffin D.,66,47,800,1140,2.2,1.67,1-6 6-3 7-5
Shanghai Masters,10/8/2024,Masters 1000,Outdoor,Hard,3rd Round,3,Griekspoor T.,Zverev A.,Zverev A.,40,3,1305,6705,4.33,1.22,6-7 6-2 6-7
Shanghai Masters,10/9/2024,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,Shelton B.,Sinner J.,1,16,11010,2580,1.17,5,6-4 7-6
Shanghai Masters,10/9/2024,Masters 1000,Outdoor,Hard,4th Round,3,Tsitsipas S.,Medvedev D.,Medvedev D.,12,5,3390,5375,3,1.4,6-7 3-6
Shanghai Masters,10/9/2024,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,Monfils G.,Alcaraz C.,2,46,7010,1160,1.06,10,6-4 7-5
Shanghai Masters,10/9/2024,Masters 1000,Outdoor,Hard,4th Round,3,Paul T.,Machac T.,Machac T.,13,33,3045,1449,1.53,2.5,6-3 4-6 3-6
Shanghai Masters,10/9/2024,Masters 1000,Outdoor,Hard,4th Round,3,Mensik J.,Dimitrov G.,Mensik J.,65,10,822,3840,3.2,1.36,6-3 3-6 6-4
Shanghai Masters,10/9/2024,Masters 1000,Outdoor,Hard,4th Round,3,Safiullin R.,Djokovic N.,Djokovic N.,61,4,853,5560,7,1.1,3-6 2-6
Shanghai Masters,10/9/2024,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Rune H.,Fritz T.,7,14,4060,2935,1.53,2.5,6-1 6-2
Shanghai Masters,10/9/2024,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Goffin D.,Goffin D.,3,66,6705,800,1.14,5.5,4-6 5-7
Shanghai Masters,10/10/2024,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Medvedev D.,Sinner J.,1,5,11010,5375,1.29,3.75,6-1 6-4
Shanghai Masters,10/10/2024,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Machac T.,Machac T.,2,33,7010,1449,1.08,8,6-7 5-7
Shanghai Masters,10/11/2024,Masters 1000,Outdoor,Hard,Quarterfinals,3,Fritz T.,Goffin D.,Fritz T.,7,66,4060,800,1.14,5.5,6-3 6-4
Shanghai Masters,10/11/2024,Masters 1000,Outdoor,Hard,Quarterfinals,3,Mensik J.,Djokovic N.,Djokovic N.,65,4,822,5560,7,1.1,7-6 1-6 4-6
Shanghai Masters,10/12/2024,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Machac T.,Sinner J.,1,33,11010,1449,1.11,6.5,6-4 7-5
Shanghai Masters,10/12/2024,Masters 1000,Outdoor,Hard,Semifinals,3,Fritz T.,Djokovic N.,Djokovic N.,7,4,4060,5560,3,1.4,4-6 6-7
Shanghai Masters,10/13/2024,Masters 1000,Outdoor,Hard,The Final,3,Sinner J.,Djokovic N.,Sinner J.,4,4,11010,5560,1.4,3,7-6 6-3
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Griekspoor T.,Darderi L.,Griekspoor T.,39,43,1320,1263,1.2,4.5,6-3 6-4
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Martinez P.,Thompson J.,Thompson J.,41,28,1270,1571,3.4,1.33,4-6 4-6
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Cerundolo F.,Halys Q.,Cerundolo F.,29,90,1570,653,2,1.8,7-6 6-3
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Zhang Zh.,Etcheverry T.,Etcheverry T.,47,40,1145,1310,2.2,1.67,3-6 6-7
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Giron M.,Shang J.,Giron M.,49,51,1105,1075,1.62,2.3,7-6 7-6
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Nakashima B.,Humbert U.,Humbert U.,35,18,1375,2385,2.5,1.53,3-6 6-4 4-6
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Kecmanovic M.,Baez S.,Kecmanovic M.,55,26,965,1690,1.4,3,6-4 6-7 7-5
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Fognini F.,Bublik A.,Bublik A.,79,33,721,1460,2.2,1.67,5-7 5-7
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Tsitsipas S.,Carballes Baena R.,Tsitsipas S.,11,54,3325,980,1.17,5,4-6 6-3 6-3
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Sonego L.,Jarry N.,Jarry N.,52,37,1022,1365,1.57,2.38,6-7 3-6
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Tabilo A.,Borges N.,Tabilo A.,22,34,2043,1446,1.57,2.38,3-6 7-6 6-3
BNP Paribas Masters,10/28/2024,Masters 1000,Indoor,Hard,1st Round,3,Paul T.,Mannarino A.,Mannarino A.,12,58,3180,929,1.13,6,3-6 5-7
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,Struff J.L.,Musetti L.,Struff J.L.,42,16,1265,2600,2.63,1.5,6-4 6-2
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,Hurkacz H.,Michelsen A.,Michelsen A.,14,44,2810,1220,1.67,2.2,1-6 3-6
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,Fils A.,Cilic M.,Fils A.,20,201,2265,288,1.25,4,7-6 6-4
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,Berrettini M.,Popyrin A.,Popyrin A.,36,24,1370,1775,1.53,2.5,5-7 6-7
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,Mpetshi G.,Tiafoe F.,Mpetshi G.,31,17,1519,2585,2.2,1.67,6-7 7-6 6-3
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,O Connell C.,Khachanov K.,Khachanov K.,71,21,755,2225,3.75,1.29,4-6 6-3 6-7
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,Rune H.,Arnaldi M.,Rune H.,13,38,3005,1335,1.25,3.75,6-4 6-4
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,Gasquet R.,Bergs Z.,Bergs Z.,133,65,452,833,2.75,1.41,3-6 4-6
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,De Minaur A.,Navone M.,De Minaur A.,10,45,3725,1188,1.08,8,7-5 6-1
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,Moutet C.,Shelton B.,Shelton B.,70,19,764,2330,3.75,1.29,3-6 7-6 3-6
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,1st Round,3,Draper J.,Lehecka J.,Draper J.,15,30,2800,1560,1.5,2.63,7-5 6-2
BNP Paribas Masters,10/29/2024,Masters 1000,Indoor,Hard,2nd Round,3,Rublev A.,Cerundolo F.,Cerundolo F.,7,29,4070,1570,1.33,3.4,6-7 6-7
